T26.;Superficie, producción y ventas, según región y provincia plátano (fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T27.;Superficie, producción y ventas, según región y provincia tomate de árbol (fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T28.;Superficie, producción y ventas, según región y provincia arroz (en cáscara);;;;;;;;;;;;;;;;;;;;;;;;
T29.;Superficie, producción y ventas, según región y provincia arveja seca (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T30.;Superficie, producción y ventas, según región y provincia arveja tierna (en vaina);;;;;;;;;;;;;;;;;;;;;;;;
T31.;Superficie, producción y ventas, según región y provincia brócoli (repollo);;;;;;;;;;;;;;;;;;;;;;;;
T32.;Superficie, producción y ventas, según región y provincia cebada (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T33.;Superficie, producción y ventas, según región y provincia cebolla blanca (tallo fresco);;;;;;;;;;;;;;;;;;;;;;;;
T34.;Superficie, producción y ventas, según región y provincia fréjol seco (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T35.;Superficie, producción y ventas, según región y provincia fréjol tierno (en vaina);;;;;;;;;;;;;;;;;;;;;;;;
T36.;Superficie, producción y ventas, según región y provincia haba seca (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T37.;Superficie, producción y ventas, según región y provincia haba tierna (en vaina);;;;;;;;;;;;;;;;;;;;;;;;
T38.;Superficie, producción y ventas, según región y provincia maíz duro choclo (en choclo);;;;;;;;;;;;;;;;;;;;;;;;
T39.;Superficie, producción y ventas, según región y provincia maíz duro seco (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T40.;Superficie, producción y ventas, según región y provincia maíz suave choclo (en choclo);;;;;;;;;;;;;;;;;;;;;;;;
T41.;Superficie, producción y ventas, según región y provincia maíz suave seco (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T42.;Superficie, producción y ventas, según región y provincia maní (grano descascarado);;;;;;;;;;;;;;;;;;;;;;;;
T43.;Superficie, producción y ventas, según región y provincia papa (tubérculo fresco);;;;;;;;;;;;;;;;;;;;;;;;
T44.;Superficie, producción y ventas, según región y provincia quinua (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T45.;Superficie, producción y ventas, según región y provincia soya (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T46.;Superficie, producción y ventas, según región y provincia tabaco(hoja seca);;;;;;;;;;;;;;;;;;;;;;;;
T47.;Superficie, producción y ventas, según región y provincia tomate riñón (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T48.;Superficie, producción y ventas, según región y provincia trigo (grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T49.;Superficie, producción y ventas, según región y provincia yuca (raíz seca);;;;;;;;;;;;;;;;;;;;;;;;
T50.;Número de cabezas de ganado vacuno, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T51.;Número de cabezas de ganado vacuno compradas, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T52.;Número de cabezas de ganado vacuno perdidas por muerte, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T53.;Número de cabezas de ganado vacuno perdidas por otras causas, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T54.;Número de cabezas de ganado vacuno sacrificadas para la venta de carne, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T55.;Número de cabezas de ganado vacuno vendidas, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T56.;Número de cabezas de ganado vacuno por raza, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T57.;Número de cabezas de ganado porcino y ventas, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T58.;Número de cabezas de ganado porcino por variedad genética, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T59.;Número de cabezas de ganado porcino al año, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T60.;Número de cabezas de ganado ovino y ventas, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T61.;Número de cabezas de ganado de otras especies, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T62.;Número de aves criadas en campo por especies, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T63.;Número de aves criadas en planteles avícolas por especies, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T64.;Número de pollos de engorde  al año, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T65.;Destino de las aves criadas en campo por especies, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T66.;Destino de las aves criadas en planteles avícolas por especies, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T67.;Número de vacas ordeñadas, producción y destino de la leche, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T68.;Producción y destino de huevos de mesa, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T69.;Número de trabajadores no remunerados y remunerados por sexo, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T70.;Superficie plantada con pastos cultivados, según región y provincia;;;;;;;;;;;;;;;;;;;;;;;;
T71.;Características generales de la persona productora;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
2. Glosario de términos;;;;;;;;;;;;;;;;;;;;;;;;;
