Ámbito,Países declarantes,Países socios,Elemento,Producto,Año,Unidad,Valor
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2016","1000 USD","1372"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2017","1000 USD","2624"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2018","1000 USD","1915"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2019","1000 USD","2088"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2020","1000 USD","1976"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2021","1000 USD","2836"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2022","1000 USD","3335"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2014","toneladas","80"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2015","toneladas","60"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2016","toneladas","60"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2017","toneladas","40.02"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2018","toneladas","40"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2019","toneladas","40"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2020","toneladas","40"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Quinua","2021","toneladas","40"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2014","1000 USD","436"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2015","1000 USD","250"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2016","1000 USD","164"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2017","1000 USD","104"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2018","1000 USD","112"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2019","1000 USD","112"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2020","1000 USD","112"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Quinua","2021","1000 USD","107"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2010","toneladas","116"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2011","toneladas","76"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2012","toneladas","2"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2013","toneladas","1"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2014","toneladas","0"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2015","toneladas","0.14"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2016","toneladas","16.15"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2017","toneladas","2.83"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2019","toneladas","55.78"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2020","toneladas","8.4"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - canditad","Yuca, seca","2022","toneladas","1"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2010","1000 USD","88"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2011","1000 USD","101"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2012","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2013","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2014","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2015","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2016","1000 USD","11"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2017","1000 USD","2"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2019","1000 USD","34"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2020","1000 USD","6"
"Matriz detallada del comercio","Ecuador","Reino Unido de Gran Bretaña e Irlanda del Norte","Exportaciones - valor","Yuca, seca","2022","1000 USD","1"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2010","toneladas","7077"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2011","toneladas","11132"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2012","toneladas","617"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2013","toneladas","2432"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2014","toneladas","5748.03"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2015","toneladas","17917.43"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2016","toneladas","1897.31"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2017","toneladas","419.45"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2018","toneladas","120"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Bananos","2020","toneladas","3774.69"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2010","1000 USD","2600"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2011","1000 USD","4373"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2012","1000 USD","235"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2013","1000 USD","1033"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2014","1000 USD","2420"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2015","1000 USD","7781"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2016","1000 USD","800"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2017","1000 USD","182"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2018","1000 USD","48"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Bananos","2020","1000 USD","1538"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2015","toneladas","1.5"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Cacao, en polvo y torta de cacao","2015","1000 USD","6"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2010","toneladas","194"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2011","toneladas","374"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2012","toneladas","180"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2013","toneladas","225"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2014","toneladas","210"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2015","toneladas","90"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2018","toneladas","15"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2019","toneladas","15"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Café, extractos","2020","toneladas","75"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2010","1000 USD","654"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2011","1000 USD","1203"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2012","1000 USD","733"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2013","1000 USD","900"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2014","1000 USD","791"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2015","1000 USD","425"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2018","1000 USD","53"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2019","1000 USD","50"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Café, extractos","2020","1000 USD","305"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2015","toneladas","45.6"
"Matriz detallada del comercio","Ecuador","República Árabe Siria","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2015","1000 USD","20"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - canditad","Bananos","2016","toneladas","1404.32"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - canditad","Bananos","2017","toneladas","678.44"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - canditad","Bananos","2018","toneladas","20.95"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - canditad","Bananos","2019","toneladas","481.88"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - canditad","Bananos","2020","toneladas","168.1"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - canditad","Bananos","2022","toneladas","1.3"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - valor","Bananos","2016","1000 USD","570"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - valor","Bananos","2017","1000 USD","278"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - valor","Bananos","2018","1000 USD","10"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - valor","Bananos","2019","1000 USD","235"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - valor","Bananos","2020","1000 USD","79"
"Matriz detallada del comercio","Ecuador","República de Moldova","Exportaciones - valor","Bananos","2022","1000 USD","9"
"Matriz detallada del comercio","Ecuador","República Dominicana","Importaciones - cantidad","Cacao, en polvo y torta de cacao","2014","toneladas","0.12"
"Matriz detallada del comercio","Ecuador","República Dominicana","Importaciones - cantidad","Cacao, en polvo y torta de cacao","2015","toneladas","0.06"
"Matriz detallada del comercio","Ecuador","República Dominicana","Importaciones - valor","Cacao, en polvo y torta de cacao","2014","1000 USD","2"
"Matriz detallada del comercio","Ecuador","República Dominicana","Importaciones - valor","Cacao, en polvo y torta de cacao","2015","1000 USD","1"
"Matriz detallada del comercio","Ecuador","República Dominicana","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2012","toneladas","155"
"Matriz detallada del comercio","Ecuador","República Dominicana","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2013","toneladas","20"
"Matriz detallada del comercio","Ecuador","República Dominicana","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2018","toneladas","130.36"
