PICHINCHA; 13.057 ; 7.922 ; 4.200 ; 3.548 ; 174 ; 5.136 ; 1.081 ; 2.319 ; 1.737 ;;
TUNGURAHUA; 15.493 ; 8.462 ; 4.577 ; 2.955 ; 930 ; 7.031 ; 1.813 ; 2.734 ; 2.484 ;;
SANTO DOMINGO DE LOS TSÁCHILAS; 12.558 ; 9.320 ; 2.195 ; 6.517 ; 609 ; 3.237 ; 141 ; 2.161 ; 935 ;;
;;;;;;;;;;;
REGIÓN COSTA;;;;;;;;;;;
;;;;;;;;;;;
EL ORO; 4.974 ; 3.110 ; 153 ; 2.365 ; 593 ; 1.864 ; 134 ; 712 ; 1.017 ;;
ESMERALDAS; 18.178 ; 9.716 ; 4.334 ; 4.873 ; 509 ; 8.462 ; 1.199 ; 5.857 ; 1.407 ;;
GUAYAS; 5.039 ; 2.237 ; 206 ; 1.358 ; 673 ; 2.802 ; 49 ; 1.274 ; 1.480 ;;
LOS RÍOS; 5.538 ; 2.053 ; 814 ; 1.206 ; 33 ; 3.484 ; 2.438 ; 687 ; 360 ;;
MANABÍ; 50.422 ; 29.817 ; 7.506 ; 16.958 ; 5.353 ; 20.605 ; 1.617 ; 5.368 ; 13.619 ;;
SANTA ELENA; 189 ; 37 ; . ; 35 ; 2 ; 152 ; 18 ; 83 ; 51 ;;
;;;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;;;
;;;;;;;;;;;
MORONA SANTIAGO; 8.232 ; 3.305 ; 184 ; 2.135 ; 987 ; 4.927 ; 2 ; 4.090 ; 835 ;;
NAPO; 1.846 ; 557 ; 63 ; 469 ; 25 ; 1.289 ; 542 ; 269 ; 477 ;;
ORELLANA; 1.503 ; 1.009 ; 38 ; 935 ; 36 ; 495 ; 173 ; 295 ; 27 ;;
PASTAZA; 878 ; 432 ; 9 ; 301 ; 122 ; 446 ; . ; 333 ; 113 ;;
SUCUMBÍOS; 3.997 ; 2.662 ; 1.214 ; 1.444 ; 4 ; 1.335 ; 531 ; 433 ; 371 ;;
ZAMORA CHINCHIPE; 1.502 ; 837 ; 118 ; 650 ; 69 ; 665 ; 12 ; 498 ; 155 ;;
ZONAS NO DELIMITADAS; 597 ; 433 ; 425 ; 9 ; . ; 163 ; . ; 96 ; 67 ;;
;;;;;;;;;;;
Fuente: INEC 2014;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
