LOJA; 5.113 ; 2.846 ; 578 ; 1.616 ; 652 ; 2.267 ; 290 ; 837 ; 1.141 ;;
PICHINCHA; 15.234 ; 8.864 ; 3.244 ; 5.188 ; 432 ; 6.370 ; 1.371 ; 3.512 ; 1.487 ;;
TUNGURAHUA; 15.409 ; 8.548 ; 3.870 ; 3.191 ; 1.487 ; 6.861 ; 1.255 ; 2.300 ; 3.305 ;;
SANTO DOMINGO DE LOS TSÁCHILAS; 14.113 ; 11.533 ; 1.128 ; 10.054 ; 351 ; 2.580 ; 93 ; 1.817 ; 670 ;;
;;;;;;;;;;;
REGIÓN COSTA;;;;;;;;;;;
;;;;;;;;;;;
EL ORO; 5.774 ; 2.774 ; 861 ; 1.154 ; 759 ; 3.000 ; 673 ; 1.697 ; 630 ;;
ESMERALDAS; 39.052 ; 28.579 ; 11.892 ; 14.128 ; 2.559 ; 10.472 ; 287 ; 5.560 ; 4.626 ;;
GUAYAS; 6.693 ; 3.476 ; 1.484 ; 1.524 ; 468 ; 3.217 ; 535 ; 1.691 ; 991 ;;
LOS RÍOS; 5.290 ; 1.237 ; 785 ; 372 ; 79 ; 4.053 ; 1.118 ; 1.975 ; 960 ;;
MANABÍ; 40.370 ; 20.526 ; 4.525 ; 11.793 ; 4.208 ; 19.844 ; 1.321 ; 8.617 ; 9.905 ;;
SANTA ELENA; 143 ; 65 ; . ; 13 ; 52 ; 78 ; . ; 23 ; 55 ;;
;;;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;;;
;;;;;;;;;;;
MORONA SANTIAGO; 8.779 ; 3.685 ; 1.343 ; 1.256 ; 1.086 ; 5.094 ; 223 ; 2.822 ; 2.049 ;;
NAPO; 567 ; 272 ; . ; 200 ; 71 ; 295 ; 18 ; 154 ; 123 ;;
ORELLANA; 1.509 ; 685 ; 107 ; 542 ; 37 ; 824 ; 52 ; 770 ; 2 ;;
PASTAZA; 521 ; 361 ; 55 ; 183 ; 123 ; 160 ; . ; 41 ; 119 ;;
SUCUMBÍOS; 7.195 ; 5.439 ; 1.643 ; 3.425 ; 371 ; 1.756 ; 73 ; 715 ; 968 ;;
ZAMORA CHINCHIPE; 3.582 ; 2.103 ; 73 ; 1.900 ; 131 ; 1.479 ; 6 ; 58 ; 1.415 ;;
ZONAS NO DELIMITADAS; 905 ; 744 ; 507 ; 225 ; 11 ; 161 ; . ; 103 ; 58 ;;
;;;;;;;;;;;
Fuente: INEC 2015;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
